"MovieId","Title","Year","Action","Adventure","Animation","Childrens","Comedy","Crime","Documentary","Drama","Fantasy","Film.Noir","Horror","Musical","Mystery","Romance","Sci.Fi","Thriller","War","Western","UserId","Gender","Age","Occupation","Zipcode","TimeStamp","Rating"
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2987,"M",1,4,"15213",970795538,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3158,"M",2,15,"15217",968883838,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3308,"F",1,20,"15701-1348",967977259,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"M",2,7,"18655",967775712,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,"F",4,1,"15208",967341835,3
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3513,"M",2,16,"1890",966973908,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3596,"F",3,4,"19104",966631370,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,"M",3,7,"19149",966302466,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3799,"M",1,0,"17844",966006217,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3912,"M",2,4,"19104",965754321,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4001,"F",2,1,"1860",965571751,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4081,"M",1,12,"19403",965440789,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4092,"F",2,0,"19063",965420852,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4153,"M",4,17,"16801",965340868,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4197,"F",4,1,"18042",965323914,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4217,"M",1,4,"18042",965316896,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4408,"F",4,2,"19033",965155144,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,"M",2,12,"19067",965097783,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4458,"F",2,4,"15701-2017",965096620,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4470,"M",3,12,"15089",965066846,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4512,"M",2,1,"16508",964979370,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,"M",1,19,"17517",964719374,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4572,"F",1,10,"17036",964462212,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4581,"M",2,1,"19103",964379232,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4669,"M",3,7,"19004",963802631,3
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4687,"M",3,14,"1746",963623211,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4701,"M",4,17,"18036",963545455,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4746,"M",4,1,"19087-3622",963245092,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4819,"M",3,18,"17350",962921368,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4887,"M",1,2,"19072",962738871,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4897,"M",3,16,"16844",962715169,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5081,"F",1,4,"19102",966281396,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5083,"M",2,4,"16803",962464589,2
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5087,"F",2,6,"19102",962397211,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5093,"M",4,7,"19047",962385058,3
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,"M",4,6,"193122042",962386812,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5106,"F",3,1,"19348",962334773,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5168,"M",3,7,"1720",961892162,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5264,"M",1,4,"15217",961181197,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5416,"F",2,5,"1801",960224809,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5431,"M",5,1,"19026",960069702,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5483,"F",2,6,"15202",959888269,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5512,"F",2,17,"1701",959712524,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5631,"M",3,12,"1944",959135027,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5807,"M",3,7,"1940",957985007,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5824,"M",1,12,"18052",957969740,4
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5869,"F",2,7,"19103",957573572,3
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5875,"M",2,4,"19103",965286616,5
1,"Toy Story ",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5921,"M",2,6,"15146",957304263,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,"M",2,11,"19130",978129692,1
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,"F",1,10,"1748",977851476,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,"F",4,3,"1770",977437320,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1032,"M",4,16,"19425",974999858,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1112,"M",1,6,"19104",974947050,2
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1266,"M",2,4,"18104",978746659,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1448,"F",2,3,"17522",976218674,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1449,"M",3,20,"17112",976311522,2
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1616,"M",2,0,"16101",974729145,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1666,"M",2,14,"15241",974715056,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1958,"F",2,1,"17055",974858422,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2411,"F",3,14,"1536",974589593,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2583,"M",3,7,"19610",974073324,5
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2595,"M",1,4,"15213",973823782,2
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3158,"M",2,15,"15217",995143647,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3300,"M",3,5,"19119",977114517,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3308,"F",1,20,"15701-1348",967975269,5
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3990,"M",2,16,"17350",965595314,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4127,"M",4,17,"16803",965355898,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4153,"M",4,17,"16801",965340597,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4508,"M",2,20,"15701",964983061,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4572,"F",1,10,"17036",964461304,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4687,"M",3,14,"1746",963629771,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4819,"M",3,18,"17350",962923274,5
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4897,"M",3,16,"16844",962717490,2
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5100,"M",4,6,"193122042",962409350,5
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5250,"M",4,6,"1545",961355447,3
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5443,"M",2,12,"1915",959990488,4
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5515,"M",1,4,"16101",959704102,2
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5580,"M",4,7,"1581",959346265,2
2,"Jumanji ",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5875,"M",2,4,"19103",957583344,4
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,596,"F",2,1,"1950",975893822,1
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1449,"M",3,20,"17112",976908864,2
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1958,"F",2,1,"17055",974928270,4
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2334,"F",5,7,"1562",974429991,3
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2680,"M",2,12,"1864",973389258,3
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3308,"F",1,20,"15701-1348",967979225,3
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4001,"F",2,1,"1860",965572842,3
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4467,"F",4,6,"15333",1032406442,3
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4508,"M",2,20,"15701",964987945,1
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4535,"M",1,19,"17517",964721002,5
3,"Grumpier Old Men ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5250,"M",4,6,"1545",961358994,1
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1448,"F",2,3,"17522",976126247,5
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1554,"F",3,12,"17013",974741078,3
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1666,"M",2,14,"15241",974715901,3
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1958,"F",2,1,"17055",1027963970,3
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2131,"M",2,0,"1701",974648382,2
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4819,"M",3,18,"17350",962923425,3
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5083,"M",2,4,"16803",962465167,3
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5100,"M",4,6,"193122042",962716368,3
4,"Waiting to Exhale ",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5483,"F",2,6,"15202",959889123,3
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,494,"F",3,0,"17870",976215753,5
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,969,"F",2,11,"19103",975112455,1
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,"M",3,20,"17112",976314978,1
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,"M",1,14,"19147",974753302,2
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,"M",2,14,"15241",974715498,4
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,"F",2,1,"17055",985392809,4
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2334,"F",5,7,"1562",974429198,4
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4001,"F",2,1,"1860",965573067,3
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4470,"M",3,12,"15089",965067848,4
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,"M",1,19,"17517",964721182,3
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4572,"F",1,10,"17036",964462911,5
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4819,"M",3,18,"17350",962921134,3
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5083,"M",2,4,"16803",962464975,5
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,"M",4,6,"193122042",962716368,4
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5483,"F",2,6,"15202",959889123,2
5,"Father of the Bride Part II ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5580,"M",4,7,"1581",961602409,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,795,"F",3,14,"19147",975419134,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1053,"M",3,0,"18360",974954218,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1112,"M",1,6,"19104",974946460,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1448,"F",2,3,"17522",976211179,2
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1449,"M",3,20,"17112",975605335,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1468,"M",1,14,"19147",974754999,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1616,"M",2,0,"16101",989847093,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1666,"M",2,14,"15241",974712388,4
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1706,"M",2,20,"19134",974712286,1
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1777,"M",2,20,"17022",974700121,4
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1791,"M",1,4,"19146",974761142,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2629,"M",2,11,"15237",973626149,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2634,"M",5,1,"15701",976893232,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2904,"M",2,4,"16802",984255498,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2931,"M",1,4,"16803",971506198,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3300,"M",3,5,"19119",968120462,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3696,"M",3,7,"19149",966303082,4
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4066,"M",2,0,"19010",965473172,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4458,"F",2,4,"15701-2017",965075867,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4487,"M",2,7,"1850",965012319,4
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4508,"M",2,20,"15701",964988722,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4535,"M",1,19,"17517",964721607,4
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4887,"M",1,2,"19072",962739668,3
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5083,"M",2,4,"16803",962418186,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5443,"M",2,12,"1915",959981771,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5486,"M",2,0,"17821",959826802,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5512,"F",2,17,"1701",959714138,5
6,"Heat ",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5824,"M",1,12,"18052",957966922,3
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,795,"F",3,14,"19147",975755789,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1112,"M",1,6,"19104",974916474,2
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1266,"M",2,4,"18104",978745947,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1273,"M",3,2,"19123",974813978,3
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1448,"F",2,3,"17522",976218448,3
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1616,"M",2,0,"16101",974734116,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1666,"M",2,14,"15241",974714421,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1958,"F",2,1,"17055",994387441,3
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,"F",3,3,"1545",975608392,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2334,"F",5,7,"1562",974433458,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2423,"F",4,9,"1520",974236736,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3364,"M",5,13,"17033",967670452,3
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4001,"F",2,1,"1860",965572492,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4153,"M",4,17,"16801",965341879,5
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4819,"M",3,18,"17350",962923209,4
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5081,"F",1,4,"19102",966281778,5
7,"Sabrina ",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5443,"M",2,12,"1915",959979891,5
