color,director_name,duration,gross,movie_title,num_voted_users,num_user_for_reviews,language,country,imdb_score,movie_facebook_likes,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Sport,History,Biography,Horror,Family,Mystery,Romance,Sci.Fi,Thriller,War,Western
Color,Rob Marshall,136,241063875,Pirates of the Caribbean: On Stranger Tides†,370704,484,English,USA,6.7,58000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Barry Sonnenfeld,106,179020854,Men in Black 3†,268154,341,English,USA,6.8,40000,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Color,Peter Jackson,164,255108370,The Hobbit: The Battle of the Five Armies†,354228,802,English,New Zealand,7.5,65000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Marc Webb,153,262030663,The Amazing Spider-Man†,451803,1225,English,USA,7,56000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Ridley Scott,156,105219735,Robin Hood†,211765,546,English,USA,6.7,17000,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Color,Peter Jackson,186,258355354,The Hobbit: The Desolation of Smaug†,483540,951,English,USA,7.9,83000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Chris Weitz,113,70083519,The Golden Compass†,149019,666,English,USA,6.1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Peter Jackson,201,218051260,King Kong†,316018,2618,English,New Zealand,7.2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,James Cameron,194,658672302,Titanic†,793059,2528,English,USA,7.7,26000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,Anthony Russo,147,407197282,Captain America: Civil War†,272670,1022,English,USA,8.2,72000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Peter Berg,131,65173160,Battleship†,202382,751,English,USA,5.9,44000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Colin Trevorrow,124,652177271,Jurassic World†,418214,1290,English,USA,7,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Sam Mendes,143,304360277,Skyfall†,522030,1498,English,UK,7.8,80000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Sam Raimi,135,373377893,Spider-Man 2†,411164,1303,English,USA,7.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Color,Shane Black,195,408992272,Iron Man 3†,557489,1187,English,USA,7.2,95000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Tim Burton,108,334185206,Alice in Wonderland†,306320,736,English,USA,6.5,24000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Brett Ratner,104,234360014,X-Men: The Last Stand†,383427,1912,English,Canada,6.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Color,Dan Scanlon,104,268488329,Monsters University†,235025,265,English,USA,7.3,44000,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Michael Bay,150,402076689,Transformers: Revenge of the Fallen†,323207,1439,English,USA,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Michael Bay,165,245428137,Transformers: Age of Extinction†,242420,918,English,USA,5.7,56000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Sam Raimi,130,234903076,Oz the Great and Powerful†,175409,511,English,USA,6.4,60000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Marc Webb,142,202853933,The Amazing Spider-Man 2†,321227,1067,English,USA,6.7,41000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Color,Joseph Kosinski,125,172051787,TRON: Legacy†,264183,665,English,USA,6.8,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,John Lasseter,106,191450875,Cars 2†,101178,283,English,USA,6.3,10000,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Color,Martin Campbell,123,116593191,Green Lantern†,223393,550,English,USA,5.6,24000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Lee Unkrich,103,414984497,Toy Story 3†,544884,733,English,USA,8.3,30000,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,McG,118,125320003,Terminator Salvation†,286095,974,English,USA,6.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,James Wan,140,350034110,Furious 7†,278232,657,English,USA,7.2,94000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Marc Forster,123,202351611,World War Z†,465019,995,English,USA,7,129000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Color,Bryan Singer,149,233914986,X-Men: Days of Future Past†,514125,752,English,USA,8,82000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Color,J.J. Abrams,132,228756232,Star Trek Into Darkness†,395573,1171,English,USA,7.8,92000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Bryan Singer,114,65171860,Jack the Giant Slayer†,106416,205,English,USA,6.3,22000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Baz Luhrmann,143,144812796,The Great Gatsby†,362912,753,English,Australia,7.3,115000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,Mike Newell,116,90755643,Prince of Persia: The Sands of Time†,222403,453,English,USA,6.6,23000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Color,Guillermo del Toro,131,101785482,Pacific Rim†,381148,1106,English,USA,7,83000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Michael Bay,154,352358779,Transformers: Dark of the Moon†,326180,899,English,USA,6.3,46000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Steven Spielberg,122,317011114,Indiana Jones and the Kingdom of the Crystal Skull†,333847,2054,English,USA,6.2,5000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Peter Sohn,93,123070338,The Good Dinosaur†,62836,345,English,USA,6.8,20000,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Mark Andrews,93,237282182,Brave†,273556,428,English,USA,7.2,39000,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Justin Lin,122,130468626,Star Trek Beyond†,53607,432,English,USA,7.5,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Andrew Stanton,98,223806889,WALL∑E†,718837,1043,English,USA,8.4,16000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Color,Brett Ratner,91,140080850,Rush Hour 3†,121084,221,English,USA,6.2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Roland Emmerich,158,166112167,2012†,283418,1055,English,USA,5.8,13000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Robert Zemeckis,96,137850096,A Christmas Carol†,72809,249,English,USA,6.8,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Color,Lana Wachowski,127,47375327,Jupiter Ascending†,139593,720,English,USA,5.4,44000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,David Yates,110,124051759,The Legend of Tarzan†,42372,239,English,USA,6.6,29000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,Andrew Adamson,150,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe†",286506,1463,English,USA,6.9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Bryan Singer,144,154985087,X-Men: Apocalypse†,148379,622,English,USA,7.3,54000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Christopher Nolan,152,533316061,The Dark Knight†,1676169,4667,English,USA,9,37000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Pete Docter,96,292979556,Up†,665575,704,English,USA,8.3,27000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,Rob Letterman,94,198332128,Monsters vs. Aliens†,114553,187,English,USA,6.5,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Color,Jon Favreau,126,318298180,Iron Man†,696338,1055,English,USA,7.9,10000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Martin Scorsese,126,73820094,Hugo†,245333,678,English,USA,7.5,42000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Color,Barry Sonnenfeld,106,113745408,Wild Wild West†,129601,648,English,USA,4.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Color,Rob Cohen,112,102176165,The Mummy: Tomb of the Dragon Emperor†,117927,501,English,USA,5.2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Color,David Ayer,123,161087183,Suicide Squad†,118992,971,English,USA,6.9,80000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Tom Shadyac,96,100289690,Evan Almighty†,115099,257,English,USA,5.4,2000,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Doug Liman,113,100189501,Edge of Tomorrow†,431620,741,English,USA,7.9,77000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Kevin Reynolds,176,88246220,Waterworld†,144337,309,English,USA,6.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Stephen Sommers,118,150167630,G.I. Joe: The Rise of Cobra†,174578,534,English,USA,5.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Pete Docter,95,356454367,Inside Out†,345198,773,English,USA,8.3,118000,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Color,Jon Favreau,106,362645141,The Jungle Book†,106072,398,English,UK,7.8,65000,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Color,Jon Favreau,124,312057433,Iron Man 2†,522371,723,English,USA,7,18000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Rupert Sanders,132,155111815,Snow White and the Huntsman†,228554,710,English,USA,6.1,53000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Color,Robert Stromberg,97,241407328,Maleficent†,252257,634,English,USA,7,89000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Color,Matt Reeves,130,208543795,Dawn of the Planet of the Apes†,317542,620,English,USA,7.6,45000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Color,Carl Rinsch,128,38297305,47 Ronin†,116994,324,English,USA,6.3,35000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Color,Anthony Russo,136,259746958,Captain America: The Winter Soldier†,496749,742,English,USA,7.8,55000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Mike Mitchell,93,238371987,Shrek Forever After†,138661,173,English,USA,6.4,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Brad Bird,130,93417865,Tomorrowland†,128306,497,English,USA,6.5,37000,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Color,Don Hall,102,222487711,Big Hero 6†,279093,433,English,USA,7.9,41000,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Color,Rich Moore,101,189412677,Wreck-It Ralph†,272534,345,English,USA,7.8,40000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Color,Robert Zemeckis,100,665426,The Polar Express†,120798,444,English,USA,6.6,10000,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Roland Emmerich,120,102315545,Independence Day: Resurgence†,58137,520,English,USA,5.5,67000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Dean DeBlois,98,217387997,How to Train Your Dragon†,485430,492,English,USA,8.2,33000,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Jonathan Mostow,109,150350192,Terminator 3: Rise of the Machines†,305340,1676,English,USA,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,James Gunn,121,333130696,Guardians of the Galaxy†,682155,1097,English,USA,8.1,96000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Christopher Nolan,169,187991439,Interstellar†,928227,2725,English,USA,8.6,349000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Color,Christopher Nolan,148,292568851,Inception†,1468200,2803,English,USA,8.8,175000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Peter Jackson,182,303001229,The Hobbit: An Unexpected Journey†,637246,1367,English,USA,7.9,166000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Rob Cohen,106,144512310,The Fast and the Furious†,272223,988,English,USA,6.7,14000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,David Fincher,166,127490802,The Curious Case of Benjamin Button†,459346,822,English,USA,7.8,23000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Color,Matthew Vaughn,132,146405371,X-Men: First Class†,518537,698,English,USA,7.8,54000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Francis Lawrence,137,281666058,The Hunger Games: Mockingjay - Part 2†,166137,383,English,USA,6.6,38000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Jon Turteltaub,109,63143812,The Sorcerer's Apprentice†,124185,238,English,USA,6.1,11000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Wolfgang Petersen,98,60655503,Poseidon†,82380,629,English,USA,5.6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,James Bobin,113,76846624,Alice Through the Looking Glass†,21352,131,English,USA,6.4,30000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Chris Miller,93,320706665,Shrek the Third†,211971,326,English,USA,6.1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Duncan Jones,123,46978995,Warcraft†,111609,781,English,USA,7.3,89000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Alan Taylor,126,89732035,Terminator Genisys†,188457,867,English,USA,6.6,82000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Michael Apted,113,104383624,The Chronicles of Narnia: The Voyage of the Dawn Treader†,106446,227,English,USA,6.3,11000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
 Black and White,Michael Bay,184,198539855,Pearl Harbor†,254111,1999,English,USA,6.1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
Color,Michael Bay,144,318759914,Transformers†,513158,1782,English,USA,7.1,8000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Oliver Stone,206,34293771,Alexander†,138863,1390,English,Germany,5.5,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
Color,David Yates,138,292000866,Harry Potter and the Order of the Phoenix†,355137,1108,English,UK,7.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Color,Mike Newell,157,289994397,Harry Potter and the Goblet of Fire†,385670,1896,English,UK,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Color,Peter Berg,102,227946274,Hancock†,343648,590,English,USA,6.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,Francis Lawrence,104,256386216,I Am Legend†,530870,1413,English,USA,7.2,11000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Color,Tim Burton,115,206456431,Charlie and the Chocolate Factory†,320284,1361,English,USA,6.7,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Brad Bird,111,206435493,Ratatouille†,473887,626,English,USA,8,10000,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Christopher Nolan,128,205343774,Batman Begins†,980946,2685,English,USA,8.3,15000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Eric Darnell,89,179982968,Madagascar: Escape 2 Africa†,146019,119,English,USA,6.7,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,Shawn Levy,105,177243721,Night at the Museum: Battle of the Smithsonian†,130272,209,English,USA,5.9,2000,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Gavin Hood,119,179883016,X-Men Origins: Wolverine†,361924,641,English,USA,6.7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Color,Lana Wachowski,129,139259759,The Matrix Revolutions†,364948,2121,English,Australia,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Chris Buck,102,400736600,Frozen†,421658,904,English,USA,7.6,58000,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Lana Wachowski,138,281492479,The Matrix Reloaded†,421818,2789,English,USA,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Alan Taylor,112,206360018,Thor: The Dark World†,414070,532,English,USA,7.1,63000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,George Miller,120,153629485,Mad Max: Fury Road†,552503,1588,English,Australia,8.1,191000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Ron Howard,146,133375846,Angels & Demons†,207839,435,English,USA,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Color,Kenneth Branagh,115,181015141,Thor†,536314,738,English,USA,7,63000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Byron Howard,96,114053579,Bolt†,146766,178,English,USA,6.9,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Color,Hoyt Yeatman,88,119420252,G-Force†,33042,90,English,USA,5.1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Color,Jonathan Liebesman,99,83640426,Wrath of the Titans†,152826,253,English,USA,5.8,19000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Tim Burton,113,79711678,Dark Shadows†,199039,479,English,USA,6.2,82000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Color,Christopher McQuarrie,131,195000874,Mission: Impossible - Rogue Nation†,232187,440,English,China,7.4,47000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Joe Johnston,119,61937495,The Wolfman†,89442,432,English,USA,5.8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Color,David Yates,110,124051759,The Legend of Tarzan†,42372,239,English,USA,6.6,29000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,Steve Hickner,91,126597121,Bee Movie†,105902,206,English,USA,6.2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,Jennifer Yuh Nelson,90,165230261,Kung Fu Panda 2†,182718,209,English,USA,7.3,20000,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,M. Night Shyamalan,103,131564731,The Last Airbender†,118951,1382,English,USA,4.2,18000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,J.J. Abrams,124,133382309,Mission: Impossible III†,256695,871,English,USA,6.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Roland Emmerich,131,73103784,White House Down†,164238,434,English,USA,6.4,33000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Color,Simon Wells,88,21379315,Mars Needs Moms†,17590,112,English,USA,5.4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Color,David Bowers,85,64459316,Flushed Away†,85086,122,English,UK,6.7,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,Joe Wright,111,34964818,Pan†,39956,186,English,USA,5.8,24000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Rob Minkoff,92,111505642,Mr. Peabody & Sherman†,47900,130,English,USA,6.9,11000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Color,Wolfgang Petersen,196,133228348,Troy†,381672,1694,English,USA,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Eric Darnell,93,216366733,Madagascar 3: Europe's Most Wanted†,119213,154,English,USA,6.9,17000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 Black and White,Lee Tamahori,133,160201106,Die Another Day†,169914,1185,English,UK,6.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Paul Feig,116,118099659,Ghostbusters†,69757,1211,English,USA,5.5,62000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Color,Michael Bay,153,201573391,Armageddon†,322395,1171,English,USA,6.6,11000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Barry Sonnenfeld,88,190418803,Men in Black II†,270207,606,English,USA,6.1,2000,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
Color,Robert Zemeckis,115,82161969,Beowulf†,142440,505,English,USA,6.3,3000,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Alessandro Carloni,95,143523463,Kung Fu Panda 3†,64322,145,English,USA,7.2,24000,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Color,Brad Bird,133,209364921,Mission: Impossible - Ghost Protocol†,365104,512,English,USA,7.4,35000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,Peter Ramsey,97,103400692,Rise of the Guardians†,123553,174,English,USA,7.3,25000,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Dean Parisot,90,110332737,Fun with Dick and Jane†,110788,258,English,USA,6.1,2000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,Edward Zwick,154,111110575,The Last Samurai†,317166,928,English,USA,7.7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Color,Ridley Scott,150,65007045,Exodus: Gods and Kings†,128682,657,English,UK,6.1,51000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,J.J. Abrams,127,257704099,Star Trek†,504419,1559,English,USA,8,19000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,Sam Raimi,121,403706375,Spider-Man†,544665,2012,English,USA,7.3,5000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Color,Dean DeBlois,102,176997107,How to Train Your Dragon 2†,221128,343,English,USA,7.9,46000,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Color,Alex Proyas,126,31141074,Gods of Egypt†,51892,273,English,USA,5.5,24000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color,Rob Cohen,121,31704416,Stealth†,45455,388,English,USA,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,Zack Snyder,215,107503316,Watchmen†,392474,1229,English,USA,7.7,18000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Color,Richard Donner,127,129734803,Lethal Weapon 4†,127497,287,English,USA,6.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
